ENTIDAD,MUNICIPIO,RAZON_SOCIAL,PRODUCTO,NOM,GIRO_COMERCIAL,CUMPLIMIENTO
AGUASCALIENTES,AGUASCALIENTES,ABARROTES - JOSE ALVARO NUNEZ GUZMAN,ATUN,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,ABARROTES - JOSE ALVARO NUï¿½EZ GUZMAN,FRIJOLES,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,ABARROTES - JOSE ALVARO NUï¿½EZ GUZMAN,VELADORAS  Y CERAS,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,ANTIGUA HACIENDA LA NORIA- HECTOR FLORES AGUILAR,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,ASFEIXAS  S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,MOTEL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,AUTOZONE DE MEXICO S. DE R.L. DE C.V.,ACCESORIOS PARA AUTOS,NOM-050-SCFI-2004,ACCESORIOS PARA AUTOMOVIL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,BODEGA AURRERA EXPRESS -  NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.,ACEITE COMESTIBLE,NOM-051-SCFI/SSA1-2010,TIENDAS DE CONVENIENCIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,BODEGA AURRERA EXPRESS -  NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.,HUEVO,NOM-051-SCFI/SSA1-2010,TIENDAS DE CONVENIENCIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,BURANA,TEQUILA,NOM-142-SSA1-1995,BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,C&A DE MEXICO S. DE R.L.,ROPA CABALLERO,NOM-004-SCFI-2006,TIENDA DEPARTAMENTAL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CADENA COMERCIAL OXXO  S. A. DE C. V.,BRANDY,NOM-142-SSA1-1995,ABARROTES,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CADENA COMERCIAL OXXO  S. A. DE C. V.,TEQUILA,NOM-006-SCFI-2012,ABARROTES,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CADENA COMERCIAL OXXO  S. A. DE C.V.,BEBIDAS,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CADENA COMERCIAL OXXO  S. A. DE C.V.,SOPA DE PASTA,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CADENA COMERCIAL OXXO SA DE CV,BRANDY,NOM-142-SSA1-1995,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CADENA COMERCIAL OXXO SA DE CV,TEQUILA,NOM-006-SCFI-2012,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CADENA COMERCIAL OXXO SA DE CV,WHISKY,NOM-142-SSA1-1995,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CADENA COMERCIAL OXXO SA DE CV   (COLON),BRANDY,NOM-142-SSA1-1995,ABARROTES,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CADENA COMERCIAL OXXO SA DE CV   (COLON),TEQUILA,NOM-006-SCFI-2012,ABARROTES,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CADENA COMERCIAL OXXO SA DE CV  (MORELOS),BRANDY,NOM-142-SSA1-1995,ABARROTES,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CADENA COMERCIAL OXXO SA DE CV  (MORELOS),TEQUILA,NOM-006-SCFI-2012,ABARROTES,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CAFEZZITO - CAFEZZITO AGUASCALIENTES S.A. DE C.V.,CERVEZA,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CANDY STREET- CLAUDIA STEPHANIE MORA GARCIA,ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CARNITAS SAN PANCHO - SIGELFREDO DURAN ESPARZA,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CENTRO LLANTERO NACOZARI  S. A. DE C. V.,VEHICULOS,NOM-050-SCFI-2004,SIN GIRO ESPECIFICO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CIELITO LINDO- MARIA DEL SOCORRO JIMENEZ GARCIA,BRANDY,NOM-142-SSA1-1995,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CIELITO LINDO- MARIA DEL SOCORRO JIMENEZ GARCIA,TEQUILA,NOM-006-SCFI-2012,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV / FARMACIAS DEL AHORRO,LECHE,NOM-051-SCFI/SSA1-2010,FARMACIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV / FARMACIAS DEL AHORRO,MEDICAMENTOS,NOM-051-SCFI/SSA1-2010,FARMACIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,COMPONENTES ELECTRONICOS DE AGUASCALIENTES  S. A. DE C. V.,APARATOS ELECTRONICOS,NOM-024-SCFI-2013,PRODUCTOS ELECTRONICOS,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,COMPRA Y VENTA DE ORO Y PLATA- GUADALUPE ALEJANDRA ROMO AGUIRRE,JOYERIA,NOM-033-SCFI-1994,JOYERIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,COPPEL SA DE CV,ARTICULOS DE COCINA,NOM-050-SCFI-2004,TIENDA DEPARTAMENTAL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,COSTCO DE MEXICO  S.A. DE C.V.,LECHE,NOM-155-SCFI-2012,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CROWN BACCARA- ESTHER ZAMORA MENDOZA,ARTICULOS DEL HOGAR,NOM-050-SCFI-2004,ARTICULOS PARA EL HOGAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,CSP DE AGUASCALIENTES S.A. DE C.V.,CERVEZA,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,DEL SOL- GRUPO COMERCIAL CONTROL  S.A. DE C.V.,APARATOS ELECTRONICOS,NOM-024-SCFI-2013,TIENDA DEPARTAMENTAL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,DEL SOL-GRUPO COMERCIAL CONTROL  S. A. DE C. V.,TRAJE DE BAï¿½O,NOM-004-SCFI-2006,TIENDA DEPARTAMENTAL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,DISTRIBUIDORA JUGUETRON  S.A. DE C.V.,JUGUETES,NOM-015-SCFI-2007,JUGUETERIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,DISTRIBUIDORA LIVERPOOL  SA DE CV,TRAJE DE BAï¿½O,NOM-004-SCFI-2006,TIENDA DEPARTAMENTAL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,DPORTENIS- COMERCIAL DPORTENIS  S.A. DE C.V.,ACCESORIOS PARA PIEL Y CALZADO,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,DULCERIA LA CHACHITA / HECTOR JAVIER DE ALBA PEREZ,CHOCOLATE,NOM-050-SCFI-2004,DULCERIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,EL ALMACEN DEL BIFE- SI NO HAY PARA TODOS NO HAY PARA NADIE  S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,EL COSTEï¿½ITO - CANGREJITO PLAYERO S.A. DE C.V.,CERVEZA,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,EL COSTEï¿½ITO - CANGREJITO PLAYERO S.A. DE C.V.,TEQUILA,NOM-006-SCFI-2012,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,EL DIVINO - OH PRODUCTIONS S.A. DE C.V.,CERVEZA,NOM-142-SSA1-1995,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,EL DIVINO - OH PRODUCTIONS S.A. DE C.V.,TEQUILA,NOM-006-SCFI-2012,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,EL MUELLE SEA FOOD BAR- SOMOS LOS QUE ESTAMOS S.A. DE C.V.,RON,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,FARMACIA GUADALAJARA  S. A. DE C. V.,GELATINAS,NOM-051-SCFI/SSA1-2010,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,FARMACIA GUADALAJARA  S. A. DE C. V.,PRODUCTO LACTEO COMBINADO,NOM-051-SCFI/SSA1-2010,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,FARMACIAS BENAVIDES S.A.B. DE C.V.,BEBIDAS,NOM-051-SCFI/SSA1-2010,FARMACIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,FARMACIAS BENAVIDES S.A.B. DE C.V.,JUGOS,NOM-051-SCFI/SSA1-2010,FARMACIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,FAVELA - JULIO TORRE LOMELI,CERVEZA,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,GRUPO PERA DEL CENTRO S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,GRUPO SAN JACINTO  S.A. DE C.V.,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,LECHE,NO CUMPLE
AGUASCALIENTES,AGUASCALIENTES,HARD,BEBIDA ALCOHOLICA,NOM-006-SCFI-2012,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,INNOVA SPORT- INNOVA SPORT  S.A. DE C.V.,ACCESORIOS PARA PIEL Y CALZADO,NOM-020-SCFI-1997,ROPA DEPORTIVA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,JOYAS NERI - MARIA GUADALUPE NERI SANTOS,JOYERIA,NOM-033-SCFI-1994,JOYERIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,JOYERIA GELY - MARIA AUXILIO CHAVEZ MURILLO,JOYERIA,NOM-033-SCFI-1994,JOYERIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,JULIO CEPEDA JUGUETERIAS S.A. DE C.V.,MUï¿½ECOS,NOM-015-SCFI-2007,JUGUETERIA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,KARNES EN SU JUGO - ALDE ROSA MARTINEZ PEREZ,CERVEZA,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA BOMBILLA VINOS SA DE CV,BRANDY,NOM-142-SSA1-1995,BEBIDAS ALCOHOLICAS,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA BOMBILLA VINOS SA DE CV,TEQUILA,NOM-006-SCFI-2012,BEBIDAS ALCOHOLICAS,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA BOMBILLA VINOS SA DE CV,WHISKY,NOM-142-SSA1-1995,BEBIDAS ALCOHOLICAS,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA CANTINA DE ANTAï¿½O - JOSE LUIS MAGAï¿½A GONZALEZ,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA GARUFA REST. ARGENTINO - GASTRONOMIA AG  S. A. DE C. V.,CERVEZA,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA GARUFA REST. ARGENTINO - GASTRONOMIA AG  S. A. DE C. V.,TEQUILA,NOM-006-SCFI-2012,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA MAJADA-ILIANA RODRIGUEZ GARCIA,CERVEZA,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA MAJADA-ILIANA RODRIGUEZ GARCIA,TEQUILA REPOSADO,NOM-006-SCFI-2012,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA MANSION - RICHYCARLS S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA MANSION - RICHYCARLS S.A. DE C.V.,TEQUILA,NOM-006-SCFI-2012,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA MANSION- RICHYCARLS  S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA MEXICO - CESAR ROBERTO LUEVANO ZARATE,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA SANTA - GRUPO ANTROMEX DE OCCIDENTE,RON,NOM-142-SSA1-1995,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA SANTA - GRUPO ANTROMEX DE OCCIDENTE,TEQUILA,NOM-006-SCFI-2012,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA ULTIMA LUNA - FRANCISCO PADILLA RAMIREZ,CERVEZA,NOM-142-SSA1-1995,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA ULTIMA LUNA - FRANCISCO PADILLA RAMIREZ,TEQUILA,NOM-006-SCFI-2012,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA VENUSTIANA BAR- MULTISERVICIOS SAN MARCOS  S. DE R.L. DE C.V.,BRANDY,NOM-142-SSA1-1995,BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA VENUSTIANA BAR- MULTISERVICIOS SAN MARCOS  S. DE R.L. DE C.V.,MEZCAL,NOM-070-SCFI-1994,BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LA VENUSTIANA BAR- MULTISERVICIOS SAN MARCOS  S. DE R.L. DE C.V.,TEQUILA,NOM-006-SCFI-2012,BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LAS COSTILLAS DE SANCHO - CUENTA EMPRESARIAL S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LAS COSTILLAS DE SANCHO - CUENTA EMPRESARIAL S.A. DE C.V.,TEQUILA,NOM-006-SCFI-2012,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,LOS RIELES,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,MANDALA - GRUPO ANTROMEX DE OCCIDENTE,CERVEZA,NOM-142-SSA1-1995,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,MANDALA - GRUPO ANTROMEX DE OCCIDENTE,TEQUILA,NOM-006-SCFI-2012,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,MARISCOS EL MELON-JORGE ALBERTO RODRIGUEZ GOMEZ,CERVEZA,NOM-142-SSA1-1995,PESCADOS Y MARISCOS,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,MERENDERO SAN MARCOS - ROSENDO DE ANDA TERAN,VODKA,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,MERENDERO SAN PANCHO - EXQUISIMAR S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,MICHELADAS GALERIAS - ENRIQUE EDUARDO ROJERO GONZALEZ,BRANDY,NOM-142-SSA1-1995,BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,MOJITO ROYAL - OPERADORA DE SERVICIOS INTEGRALES EH DIVERSION S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,MOJITO ROYAL - OPERADORA DE SERVICIOS INTEGRALES EH DIVERSION S.A. DE C.V.,TEQUILA,NOM-006-SCFI-2012,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,MOTEL CASTILLO-CIA. HOTELERA FENTOS  S. A. DE C. V.,RON,NOM-142-SSA1-1995,HOTEL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,MOTEL LUA- COMPAï¿½IA HOTELERA PESCADORES  S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,MOTEL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,MOTEL PEDRA- PEDRA  S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,MOTEL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,MOTEL VILLA MIRO- MIRO HOTELERIA  S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,MOTEL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,NUEVA WAL MART DE MEXICO  S. DE R. L. DE C. V.,DETERGENTE LIQUIDO,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,LECHE,NOM-155-SCFI-2012,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,OFFICE DEPOT DE MEXICO  S.A. DE C.V.,COMPUTADORAS PERSONALES,NOM-050-SCFI-2004,ARTICULOS DE OFICINA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,PASTEURIZADORA  AGUASCALIENTES  S.A. DE C.V.,LECHE,NOM-155-SCFI-2012,LECHE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,PASTEURIZADORA  AGUASCALIENTES  S.A. DE C.V.,PRODUCTOS LACTEOS,NOM-183-SCFI-2012,LECHE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,PIZZAS LAS CUADRADAS - COMERCIALIZADORA DEL CENTRO S.A. DE C.V.,CERVEZA,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,RESTAURANTE AUGUSTOï¿½S S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,RESTAURANTE LOS ARCOS- MARIS BAJA  S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,RUIDOSO - PEYC CONSTRUCCIONES S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,RUIDOSO - PEYC CONSTRUCCIONES S.A. DE C.V.,TEQUILA,NOM-006-SCFI-2012,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SAM'S CLUB- NUEVA WAL MART DE MEXICO  S DE RL DE CV,HUEVO,NOM-051-SCFI/SSA1-2010,TIENDA DEPARTAMENTAL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SAN PANCHO - HUGO SANDOVAL RUVALCABA,CERVEZA,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SAN PANCHO - HUGO SANDOVAL RUVALCABA,TEQUILA,NOM-006-SCFI-2012,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SANBORN HERMANOS  S.  A.,ACCESORIOS ELECTRONICOS,NOM-050-SCFI-2004,TIENDA DEPARTAMENTAL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SANTISIMA- AROB  S.A. DE C.V.,CERVEZA,NOM-142-SSA1-1995,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SANTISIMA- AROB  S.A. DE C.V.,TEQUILA,NOM-006-SCFI-2012,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SEARS OPERADORA DE MEXICO  S. A. DE C. V.,TRAJE DE BAï¿½O,NOM-004-SCFI-2006,TIENDA DEPARTAMENTAL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SINATRA LIVE - MARIOLLA S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SINATRA LIVE - MARIOLLA S.A. DE C.V.,TEQUILA,NOM-006-SCFI-2012,BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SINCLAIR - OPERADORA DE SERVICIOS INTEGRALES EN DIVERSION S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SINCLAIR - OPERADORA DE SERVICIOS INTEGRALES EN DIVERSION S.A. DE C.V.,TEQUILA,NOM-006-SCFI-2012,DISCOTEQUE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SONORA'S MEAT BOUTIQUE DE CORTES FINOS,WHISKY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SUPERAMA-NUEVA WAL MART DE MEXICO  S. DE R. L. DE C. V.,ATUN,NOM-084-SCFI-1994,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,SUSHITO - JUAN FERNANDO OROZCO CARDONA,BRANDY,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,THAI AGUASCALIENTES  S. DE R.L. DE C.V.,WHISKY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,THE GREAT WOODSTOCK- ALBERTO LOPEZ REED,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,THE GREAT WOODSTOCK- ALBERTO LOPEZ REED,MEZCAL,NOM-070-SCFI-1994,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,THE GREAT WOODSTOCK- ALBERTO LOPEZ REED,TEQUILA,NOM-006-SCFI-2012,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,TIENDAS CHEDRAUI  S. A. DE C. V.,ARROZ,NOM-051-SCFI/SSA1-2010,TIENDA DEPARTAMENTAL,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,TIENDAS CHEDRAUI S.A. DE C.V.,LECHE,NOM-155-SCFI-2012,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,LECHE,NOM-155-SCFI-2012,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. Y/O BODEGA AGUASCALIENTES CASA BLANCA,LECHE,NOM-155-SCFI-2012,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,TIENDAS EXTRA S.A DE C.V,TEQUILA,NOM-006-SCFI-2012,ABARROTES,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,TIENDAS EXTRA S.A DE C.V,WHISKY,NOM-142-SSA1-1995,ABARROTES,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,TIENDAS SORIANA  S.A. DE C.V.,LECHE,NOM-155-SCFI-2012,TIENDA DE AUTOSERVICIO,NO CUMPLE
AGUASCALIENTES,AGUASCALIENTES,TIENDAS SORIANA  S.A. DE C.V.,PRODUCTOS LACTEOS,NOM-155-SCFI-2012,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,TIENDAS SORIANA S. A . DE C. V.,ARTICULOS DE COCINA,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,VICKY BOUTIQUE- ROCIO ESPARZA ORTIZ,ROPA,NOM-004-SCFI-2006,ROPA PARA DAMA,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,VIRREY BUFFETS S.A. DE C.V.,CERVEZA,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,WING'S AIR FORCE- FRANQUICIAS WING'S AIR FORCE  S. DE R.L. DE C.V.,BRANDY,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
AGUASCALIENTES,AGUASCALIENTES,ZAPATERIAS TANIA -ISABEL PATRICIA RODRIGUEZ AGUAYO,ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
AGUASCALIENTES,JESUS MARIA,CREMERIA AGUASCALIENTES  S.A. DE C.V.,PRODUCTOS LACTEOS,NOM-051-SCFI/SSA1-2010,LECHE,CUMPLE
AGUASCALIENTES,JESUS MARIA,CREMERIA LA PASTORA  S.A. DE C.V.,PRODUCTOS LACTEOS,NOM-051-SCFI/SSA1-2010,PRODUCTOS LACTEOS,CUMPLE
AGUASCALIENTES,JESUS MARIA,CREMERIA MARGARITAS  S.A. DE C.V.,PRODUCTOS LACTEOS,NOM-051-SCFI/SSA1-2010,PRODUCTOS LACTEOS,CUMPLE
AGUASCALIENTES,JESUS MARIA,LECHE LA ESCONDIDA  Y/O  LACTO MARK S.A. DEC.V.,LECHE,NOM-155-SCFI-2012,LECHE,CUMPLE
AGUASCALIENTES,JESUS MARIA,LECHE LA ESCONDIDA  Y/O  LACTO MARK S.A. DEC.V.,PRODUCTOS LACTEOS,NOM-183-SCFI-2012,LECHE,CUMPLE
AGUASCALIENTES,JESUS MARIA,MOTEL LOS ARCOS S.A. DE C.V.,TEQUILA,NOM-142-SSA1-1995,BAR,CUMPLE
BAJA CALIFORNIA,ENSENADA,CALIMAX SAN QUINTIN,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,NO CUMPLE
BAJA CALIFORNIA,ENSENADA,CURIOS LA MINA DE TAXCO,JOYERIA,NOM-033-SCFI-1994,JOYERIA,NO CUMPLE
BAJA CALIFORNIA,ENSENADA,CURIOS RUBENS,JOYERIA,NOM-033-SCFI-1994,JOYERIA,NO CUMPLE
BAJA CALIFORNIA,ENSENADA,EMPRESAS MARIA LUISA S. DE R.L. DE C.V.,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,ABARROTES,NO CUMPLE
BAJA CALIFORNIA,ENSENADA,MERCADO ALFER,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,ABARROTES,NO CUMPLE
