ENTIDAD,MUNICIPIO,RAZON_SOCIAL,PRODUCTO,NOM,GIRO_COMERCIAL,CUMPLIMIENTO
MORELOS,MIACATLAN,"ABARROTES ""LAS 3 PALMITAS"" Y/O CORNELIO NABOR GARCIA.",PRODUCTOS LACTEOS,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
MORELOS,TEMIXCO,CADENA COMERCIAL OXXO  S.A. DE C.V.,ATUN,NOM-084-SCFI-1994,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,CADENA COMERCIAL OXXO  S.A. DE C.V.,BRANDY,NOM-142-SSA1-1995,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,CADENA COMERCIAL OXXO  S.A. DE C.V.,JAMON,NOM-158-SCFI-2003,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,CADENA COMERCIAL OXXO S.A. DE C.V.,JUGOS,NOM-051-SCFI/SSA1-2010,MINI SUPER,CUMPLE
MORELOS,TEMIXCO,COPPEL CANADA Y/O COPPEL S.A. DE C.V.,ACCESORIOS DE VESTIR,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
MORELOS,TEMIXCO,COPPEL CANADA Y/O COPPEL S.A. DE C.V.,PRENDAS DE VESTIR,NOM-050-SCFI-2004,ZAPATERIA,CUMPLE
MORELOS,TEMIXCO,ELEKTRA DEL MILENIO  S.A. DE C.V.,APARATOS ELECTRODOMESTICOS,NOM-005-ENER-2012,MUEBLERIA,CUMPLE
MORELOS,TEMIXCO,ELEKTRA DEL MILENIO  S.A. DE C.V.,APARATOS ELECTRONICOS,NOM-015-ENER-2012,MUEBLERIA,CUMPLE
MORELOS,TEMIXCO,NIETO COMERCIAL Y CIA.  S.A. DE C.V.    Y/O   MAXI BODEGAS.,ATUN,NOM-084-SCFI-1994,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,NIETO COMERCIAL Y CIA.  S.A. DE C.V.    Y/O   MAXI BODEGAS.,DETERGENTE EN POLVO,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,ATUN,NOM-084-SCFI-1994,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.,GALLETAS,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.  Y/O  BODEGA AURRERA,ARTICULOS DE LIMPIEZA PERSONAL,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.  Y/O  BODEGA AURRERA,BEBIDAS,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.  Y/O  BODEGA AURRERA,TEQUILA REPOSADO,NOM-006-SCFI-2012,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.  Y/O  BODEGA AURRERA,WHISKY,NOM-142-SSA1-1995,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,SUPER DE TEMIXCO  S.A. DE C.V.,BEBIDAS,NOM-051-SCFI/SSA1-2010,MINI SUPER,CUMPLE
MORELOS,TEMIXCO,TIENDAS CHEDRAUI  S.A. DE C.V.,ATUN,NOM-084-SCFI-1994,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,TIENDAS CHEDRAUI  S.A. DE C.V.,TEQUILA,NOM-006-SCFI-2012,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,TIENDAS CHEDRAUI  S.A. DE C.V.,WHISKY ESCOCES,NOM-142-SSA1-1995,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,WALDO`S DOLAR MART DE MEXICO  S DE R.L. DE C.V.,ARTICULOS DE LIMPIEZA PERSONAL,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,WALDO`S DOLAR MART DE MEXICO  S DE R.L. DE C.V.,ARTICULOS DE PAPELERIA,NOM-015-SCFI-2007,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMIXCO,WALDO`S DOLAR MART DE MEXICO  S DE R.L. DE C.V.,BEBIDAS,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,TEMOAC,FARMACIA FARMA PRONTO  Y/O MA. RUTH RIVERA SEDEï¿½O.,ART. DE PERFUMERIA Y BELLEZA,NOM-141-SSA1/SCFI-2012,FARMACIA,CUMPLE
MORELOS,TEMOAC,FARMACIA FARMA PRONTO  Y/O MA. RUTH RIVERA SEDEï¿½O.,PILAS,NOM-050-SCFI-2004,FARMACIA,CUMPLE
MORELOS,TEPOZTLAN,"HOTEL  RETIRO DE YOGA Y SPA ""LA BUENA VIBRA SPA & RESORT""",BRANDY,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
MORELOS,TETELA DEL VOLCAN,"ABARROTES VINOS Y LICORES ""DEPOSITO LOS MORALES"" Y/O ALVARO MORALES CASTRO.",BRANDY,NOM-142-SSA1-1995,ABARROTES,CUMPLE
MORELOS,TETELA DEL VOLCAN,TIENDAS TRES B  S.A. DE C.V.,BEBIDAS,NOM-051-SCFI/SSA1-2010,MINI SUPER,CUMPLE
MORELOS,TETELA DEL VOLCAN,TIENDAS TRES B  S.A. DE C.V.,CHOCOLATE,NOM-186-SSA1/SCFI-2013,MINI SUPER,CUMPLE
MORELOS,TLALNEPANTLA,ABARROTES YARELI  Y/O MARICELA RAMOS SAAVEDRA.,LECHE,NOM-155-SCFI-2012,ABARROTES,CUMPLE
MORELOS,TLALNEPANTLA,BOUTIQUE ESPIN  Y/O ULISES ESPIN ELIZALDE.,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
MORELOS,TLALNEPANTLA,FARMACIA NUEVA IMAGEN  Y/O ENRIQUE SANTAMARIA BALDOMADO.,ART. DE PERFUMERIA Y BELLEZA,NOM-141-SSA1/SCFI-2012,FARMACIA,CUMPLE
MORELOS,TLALNEPANTLA,FARMACIA NUEVA IMAGEN  Y/O ENRIQUE SANTAMARIA BALDOMADO.,ARTICULOS PARA BEBE,NOM-050-SCFI-2004,FARMACIA,CUMPLE
MORELOS,TLALNEPANTLA,MINISUPER DE DESCUENTO  Y/O JOSE MANUEL CHAVEZ CARDOSA.,BEBIDAS,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
MORELOS,TLALNEPANTLA,MINISUPER DE DESCUENTO  Y/O JOSE MANUEL CHAVEZ CARDOSA.,RON CARTA BLANCA,NOM-142-SSA1-1995,ABARROTES,CUMPLE
MORELOS,TOTOLAPAN,"ABARROTES "" SUPER TIENDA LA CANELA """,LECHE,NOM-155-SCFI-2012,ABARROTES,CUMPLE
MORELOS,TOTOLAPAN,"ABARROTES "" SUPER TIENDA LA CANELA """,SARDINAS,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
MORELOS,TOTOLAPAN,"ABARROTES VINOS Y LICORES ""MAY""  Y/O ARMANDO GLORIA ADAYA.",BEBIDAS,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
MORELOS,TOTOLAPAN,"ABARROTES VINOS Y LICORES ""MAY""  Y/O ARMANDO GLORIA ADAYA.",RON,NOM-142-SSA1-1995,ABARROTES,CUMPLE
MORELOS,TOTOLAPAN,"FARMACIA "" FARMAPRONTO ""  Y/O ROBERTO ZAMURA FLORES.",ART. DE PERFUMERIA Y BELLEZA,NOM-141-SSA1/SCFI-2012,FARMACIA,CUMPLE
MORELOS,TOTOLAPAN,"FARMACIA "" FARMAPRONTO ""  Y/O ROBERTO ZAMURA FLORES.",ARTICULOS DE LIMPIEZA PERSONAL,NOM-050-SCFI-2004,FARMACIA,CUMPLE
MORELOS,TOTOLAPAN,LACTEOS MAURO  Y/O MAURO CIELOS MONTES DE OCA.,LECHE,NOM-155-SCFI-2012,PRODUCTOS LACTEOS,CUMPLE
MORELOS,TOTOLAPAN,LACTEOS MAURO  Y/O MAURO CIELOS MONTES DE OCA.,PRODUCTOS LACTEOS,NOM-051-SCFI/SSA1-2010,PRODUCTOS LACTEOS,CUMPLE
MORELOS,YAUTEPEC,JUGUETERIA INNOMINADA,ARTICULOS DE PAPELERIA,NOM-050-SCFI-2004,JUGUETERIA,CUMPLE
MORELOS,YAUTEPEC,JUGUETERIA INNOMINADA,JUGUETES,NOM-015-SCFI-2007,JUGUETERIA,CUMPLE
MORELOS,YAUTEPEC,NUEVA WAL MART DE MEXICO  S. DE R.L. DE C.V.   Y/O BODEGA AURRERA YAUTEPEC,ATUN,NOM-084-SCFI-1994,TIENDA DEPARTAMENTAL,CUMPLE
MORELOS,YAUTEPEC,RESTAURANTE DE MARISCOS ACAPULCO BARRA VIEJA II Y/O YURIANA BAILON GOMEZ,TEQUILA,NOM-006-SCFI-2012,RESTAURANT-BAR,CUMPLE
MORELOS,YAUTEPEC,RESTAURANTE DE MARISCOS ACAPULCO BARRA VIEJA II Y/O YURIANA BAILON GOMEZ,WHISKY ESCOCES,NOM-142-SSA1-1995,RESTAURANT-BAR,CUMPLE
MORELOS,YAUTEPEC,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. Y/O AL PRECIO,CHOCOLATE,NOM-186-SSA1/SCFI-2013,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,YAUTEPEC,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. Y/O AL PRECIO,DULCES Y GOLOSINAS,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,YAUTEPEC,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V. Y/O AL PRECIO,JUGUETES,NOM-015-SCFI-2007,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,YAUTEPEC,TIENDAS SORIANA S.A. DE C.V.,MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,NOM-187-SSA1/SCFI-2002,TIENDA DE AUTOSERVICIO,CUMPLE
MORELOS,ZACUALPAN,"ABARROTES VINOS Y LICORES "" SUPER MAS ""  Y/O FRANCISCO URIEL MARTINEZ SANCHEZ.",DESTILADO DE CAï¿½A,NOM-142-SSA1-1995,ABARROTES,CUMPLE
MORELOS,ZACUALPAN,"ABARROTES VINOS Y LICORES "" SUPER MAS ""  Y/O FRANCISCO URIEL MARTINEZ SANCHEZ.",FRIJOLES,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
MORELOS,ZACUALPAN,FARMACIA DE LA GUADALUPANA Y/O REYNA MA. GUADALUPE PERALTA CALTEMPA.,ART. DE PERFUMERIA Y BELLEZA,NOM-141-SSA1/SCFI-2012,FARMACIA,CUMPLE
MORELOS,ZACUALPAN,FARMACIA DE LA GUADALUPANA Y/O REYNA MA. GUADALUPE PERALTA CALTEMPA.,BEBIDAS,NOM-051-SCFI/SSA1-2010,FARMACIA,CUMPLE
MORELOS,ZACUALPAN,FARMACIA FARMAPRONTO,ART. DE PERFUMERIA Y BELLEZA,NOM-050-SCFI-2004,FARMACIA,CUMPLE
NAYARIT,COMPOSTELA,OXXO COMPOSTELA CENTRO Y/O CADENA COMERCIAL OXXO  S.A. DE .C.V.,JUGOS,NOM-173-SCFI-2009,TIENDAS DE CONVENIENCIA,CUMPLE
NAYARIT,SANTA MARIA DEL ORO,AGUA PURA,AGUA  PURIFICADA,NOM-051-SCFI/SSA1-2010,VENTA DE AGUA PURIFICADA,NO CUMPLE
NAYARIT,TECUALA,FARMACIA GUADALAJARA  S.A DE C.V,ARTICULOS PARA EL CABELLO,NOM-173-SCFI-2009,FARMACIA,CUMPLE
NAYARIT,TEPIC,3 HERMANOS SHOES Y/O TEPIZA  S.A DE C.V.,ARTICULOS  DEPORTIVOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
NAYARIT,TEPIC,3 HERMANOS SHOES Y/O TEPIZA  S.A DE C.V.,ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
NAYARIT,TEPIC,AGUA ULTRA PURIFICADA STA. CECILIA PLUS,AGUA  PURIFICADA,NOM-051-SCFI/SSA1-2010,VENTA DE AGUA PURIFICADA,NO CUMPLE
NAYARIT,TEPIC,AGUA VIVA,AGUA  PURIFICADA,NOM-051-SCFI/SSA1-2010,VENTA DE AGUA PURIFICADA,NO CUMPLE
NAYARIT,TEPIC,ASSCON  Y/O JULIO Cï¿½SAR SALAZAR VALENZUELA,EQUIPO DE PROTECCION,NOM-154-SCFI-2005,VENTA  RECARGA Y/O MANTENIMEINTO DE EXTINTORES,CUMPLE
NAYARIT,TEPIC,BISUTERIA Y ACCESORIOS BOLA DE ORO Y/O MARIA DEL CARMEN ROSAS AGUILAR,JOYERIA,NOM-033-SCFI-1994,JOYERIA,CUMPLE
NAYARIT,TEPIC,BOUTIQUE LOB Y/O AGENTA S.A DE C.V.,ROPA CABALLERO,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
NAYARIT,TEPIC,CALZZA SPORT Y/O GRUPO CALZAPATO S.A DE C.V.,ARTICULOS  DEPORTIVOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
NAYARIT,TEPIC,COMERCIAL D'PORTENIS  S.A DE C.V.,ARTICULOS  DEPORTIVOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
NAYARIT,TEPIC,COMERCIALIZADORA Y PURIFICADORA DE AGUA DE OCCIDENTE S.A. DE C.V.,AGUA  PURIFICADA,NOM-051-SCFI/SSA1-2010,VENTA DE AGUA PURIFICADA,NO CUMPLE
NAYARIT,TEPIC,DEPOSITO MARTIN Y/O JOSE ELIAS FRANCO,CERVEZA,NOM-142-SSA1-1995,DEPOSITO DE CERVEZA,CUMPLE
NAYARIT,TEPIC,DISTRIBUIDORA IRCA S.A DE C.V.,MATERIALES P/CONSTRUCCION,NOM-135-SCFI-2006,MATERIALES PARA CONSTRUCCION,CUMPLE
NAYARIT,TEPIC,FABRICA DE HIELO DELMABI S.A. DE C.V.,AGUA  PURIFICADA,NOM-051-SCFI/SSA1-2010,VENTA DE AGUA PURIFICADA,NO CUMPLE
NAYARIT,TEPIC,FABRICA DE HIELO EL PERICO S.A. DEC.V.,AGUA  PURIFICADA,NOM-051-SCFI/SSA1-2010,VENTA DE AGUA PURIFICADA,NO CUMPLE
NAYARIT,TEPIC,FARMACIA SUFACEN Y/O GRUFARNAY SA DE CV,ARTICULOS DE LIMPIEZA PERSONAL,NOM-141-SSA1/SCFI-2012,FARMACIA,CUMPLE
NAYARIT,TEPIC,J.M.  ANDRE  Y/O HILDA BEATRIZ BAï¿½UELOS CASTAï¿½EDA,ACCESORIOS PARA DAMA,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
NAYARIT,TEPIC,JOYERIA ALEJANDRINA Y/O ANABELLE MYRIAM PARTIDA RODRIGUEZ,JOYERIA,NOM-033-SCFI-1994,JOYERIA,CUMPLE
NAYARIT,TEPIC,JOYERIA BRATTO Y/O ALMA YANET AGUIAR MONTES,JOYERIA,NOM-033-SCFI-1994,JOYERIA,CUMPLE
NAYARIT,TEPIC,JOYERIA NAIF Y/O MARIA ESTHER GOMEZ PARRA,JOYERIA,NOM-033-SCFI-1994,JOYERIA,CUMPLE
NAYARIT,TEPIC,LAS VILLAS,AGUA  PURIFICADA,NOM-051-SCFI/SSA1-2010,VENTA DE AGUA PURIFICADA,NO CUMPLE
NAYARIT,TEPIC,REFACCIONARIA FLORES Y/O FERNANDO FLORES AMPARO,ACEITE LUBRICANTE AUTOMOTRIZ,NOM-113-SCFI-1995,REFACCIONARIA AUTOMOTRIZ,CUMPLE
NAYARIT,TEPIC,TIENDAS SORIANA S.A. DE C..V.,APARATOS ELECTRICOS,NOM-024-SCFI-2013,ABARROTES,CUMPLE
NAYARIT,TEPIC,TIENDAS SORIANA S.A. DE C..V.,APARATOS ELECTRONICOS,NOM-024-SCFI-2013,ABARROTES,CUMPLE
NAYARIT,XALISCO,BOTICA Y PAPELERIA LA PURISIMA  Y/O ADOLFO CHAVEZ VIVANCO,TIJERAS ESCOLARES,NOM-140-SCFI-1999,PAPELERIA,CUMPLE
NAYARIT,XALISCO,COPPEL  S.A. DE C.V.,PANTALON,NOM-004-SCFI-2006,TIENDA DE AUTOSERVICIO,CUMPLE
NAYARIT,XALISCO,COPPEL  S.A. DE C.V.,ROPA CABALLERO,NOM-004-SCFI-2006,TIENDA DE AUTOSERVICIO,CUMPLE
NAYARIT,XALISCO,MI BODEGA AURRERï¿½  Y/O NUEVA WAL*MART DE Mï¿½XICO S DE R.L. DE C.V.,BEBIDA DE JUGO,NOM-173-SCFI-2009,TIENDA DEPARTAMENTAL,CUMPLE
NAYARIT,XALISCO,MI BODEGA AURRERï¿½  Y/O NUEVA WAL*MART DE Mï¿½XICO S DE R.L. DE C.V.,JUGOS,NOM-173-SCFI-2009,TIENDA DEPARTAMENTAL,CUMPLE
NAYARIT,XALISCO,PURIFICADORA LOS LIMONES,AGUA  PURIFICADA,NOM-051-SCFI/SSA1-2010,VENTA DE AGUA PURIFICADA,NO CUMPLE
NUEVO LEON,APODACA,3 HERMANOS,ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
NUEVO LEON,APODACA,AGUILLON BEAUTY SUPPLY,ARTICULOS DE BELLEZA,NOM-050-SCFI-2004,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,AMOUR COSMETICS,ARTICULOS DE BELLEZA,NOM-141-SSA1/SCFI-2012,SIN GIRO ESPECIFICO,NO CUMPLE
NUEVO LEON,APODACA,BALDERAS SUPER CARNES,PAN,NOM-051-SCFI/SSA1-2010,CARNICERIA,CUMPLE
NUEVO LEON,APODACA,BOUTIQUE,ROPA,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
NUEVO LEON,APODACA,BOUTIQUE MARIANA,ROPA INFANTIL,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
NUEVO LEON,APODACA,BOUTIQUE SIN NOMBRE,ROPA,NOM-004-SCFI-2006,BOUTIQUE,NO CUMPLE
NUEVO LEON,APODACA,CANDY,ACCESORIOS PARA DAMA,NOM-050-SCFI-2004,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,CARNICERIA LA PRINCIPAL,PRODUCTOS LACTEOS,NOM-051-SCFI/SSA1-2010,CARNICERIA,CUMPLE
NUEVO LEON,APODACA,CHAPA'S FERRETERA,ARTICULOS DE FERRETERIA,NOM-050-SCFI-2004,FERRETERIA,NO CUMPLE
NUEVO LEON,APODACA,CIOSA AUTOPARTES,REFACCIONES,NOM-024-SCFI-2013,ACCESORIOS PARA AUTOMOVIL,CUMPLE
NUEVO LEON,APODACA,DANIELA,ROPA,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
NUEVO LEON,APODACA,DELICARNES,FRIJOLES,NOM-051-SCFI/SSA1-2010,CARNICERIA,CUMPLE
NUEVO LEON,APODACA,DIGA,REFACCIONES,NOM-050-SCFI-2004,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,DIVA,ROPA,NOM-004-SCFI-2006,ROPA PARA DAMA,CUMPLE
NUEVO LEON,APODACA,DIVA COMPANY  S.A DE C.V,ROPA,NOM-004-SCFI-2006,ROPA PARA DAMA,CUMPLE
NUEVO LEON,APODACA,DULCERIA BOSCO Y/O HECTOR ZAMORA CAZARES,DULCES Y GOLOSINAS,NOM-051-SCFI/SSA1-2010,DULCERIA,CUMPLE
NUEVO LEON,APODACA,EL CISNE,ARTICULOS DE BELLEZA,NOM-050-SCFI-2004,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,ELEKTRA JOYERIA,JOYERIA,NOM-033-SCFI-1994,JOYERIA,CUMPLE
NUEVO LEON,APODACA,FERRETERIA EL GIRO,ARTICULOS DE FERRETERIA,NOM-024-SCFI-2013,FERRETERIA,CUMPLE
NUEVO LEON,APODACA,FIUSHA,ROPA,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
NUEVO LEON,APODACA,GABY ZAPATERIA Y BOUTIQUE,ROPA,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
NUEVO LEON,APODACA,GABY ZAPATERIA Y BOUTIQUE,ZAPATOS,NOM-020-SCFI-1997,BOUTIQUE,CUMPLE
NUEVO LEON,APODACA,GRUPO FERRETERIA CALZADA  S.A DE C.V,HERRAMIENTAS,NOM-024-SCFI-2013,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,GRUPO INDUSTRIAL REYMA S.A. DE C.V.,ARTICULOS DESECHABLES,NOM-050-SCFI-2004,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,IMPULSORA INDUSTRIAL MONTERREY  S.A,ARTICULOS DE FERRETERIA,NOM-024-SCFI-2013,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,IMPULSORA INDUSTRIAL MONTERREY  S.A.,SIN ESPECIFICAR,NOM-050-SCFI-2004,INSUMOS PARA LA INDUSTRIA,CUMPLE
NUEVO LEON,APODACA,JOYERIA,JOYERIA,NOM-033-SCFI-1994,JOYERIA,CUMPLE
NUEVO LEON,APODACA,JOYERIA FENIX,JOYERIA,NOM-033-SCFI-1994,JOYERIA,CUMPLE
NUEVO LEON,APODACA,JOYERIA KATYA,JOYERIA,NOM-033-SCFI-1994,JOYERIA,CUMPLE
NUEVO LEON,APODACA,LA AVENIDA DE LA LIMPIEZA,ARTICULOS DE PLASTICO,NOM-050-SCFI-2004,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,LA AVENIDA DE LA LIMPIEZA,PRODUCTOS QUIMICOS,NOM-050-SCFI-2004,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,LA BODEGA,ARTICULOS DESECHABLES,NOM-050-SCFI-2004,ABARROTES,CUMPLE
NUEVO LEON,APODACA,LA BODEGA,PRODUCTOS ENLATADOS,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
NUEVO LEON,APODACA,LA BODEGUITA DEL PUEBLO  S.A DE C.V,ARTICULOS DESECHABLES,NOM-050-SCFI-2004,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,LA BODEGUITA DEL PUEBLO  S.A DE C.V,PRODUCTOS ENLATADOS,NOM-051-SCFI/SSA1-2010,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,LA VILLA APODACA,TEQUILA,NOM-006-SCFI-2012,BAR,CUMPLE
NUEVO LEON,APODACA,LA VILLA APODACA,WHISKY ESCOCES,NOM-142-SSA1-1995,BAR,CUMPLE
NUEVO LEON,APODACA,LACTEOS AGUA FRIA  S.A. DE C.V.,PAN,NOM-051-SCFI/SSA1-2010,PRODUCTOS LACTEOS,CUMPLE
NUEVO LEON,APODACA,LIZ MINELLI,ROPA,NOM-004-SCFI-2006,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,LUNA HOSTIL,ROPA,NOM-004-SCFI-2006,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,LUNA HOSTIL,SHORT,NOM-004-SCFI-2006,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,MATERIALES LA MEJOR,HERRAMIENTAS,NOM-050-SCFI-2004,MATERIALES PARA CONSTRUCCION,CUMPLE
NUEVO LEON,APODACA,MATERIALES Y FERRETERIA PUEBLO NUEVO,ACCESORIOS ELECTRONICOS,NOM-024-SCFI-2013,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,MATERIALES Y FERRETERIA PUEBLO NUEVO,HERRAMIENTAS,NOM-050-SCFI-2004,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,MAYOREO DE SEGURIDAD,SIN ESPECIFICAR,NOM-004-SCFI-2006,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,MAYOREO DE SEGURIDAD,ZAPATOS,NOM-020-SCFI-1997,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,MEGA FOODS,ATUN,NOM-051-SCFI/SSA1-2010,CARNICERIA,CUMPLE
NUEVO LEON,APODACA,MELINA JEANS,ROPA,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
NUEVO LEON,APODACA,NIDEC Y/O MOTORES US DE MEXICO  S.A DE C.V,SIN ESPECIFICAR,NOM-024-SCFI-2013,SIN GIRO ESPECIFICO,NO CUMPLE
NUEVO LEON,APODACA,NOVEDADES EL CISNE,JUGUETES,NOM-015-SCFI-2007,NOVEDADES Y FANTASIAS,CUMPLE
NUEVO LEON,APODACA,NOVEDADES EL CISNE,SIN ESPECIFICAR,NOM-050-SCFI-2004,NOVEDADES Y FANTASIAS,CUMPLE
NUEVO LEON,APODACA,"NOVEDADES Y REGALOS "" LA SIRENITA""    Y/O AMELIA SEGUNDO VAZQUEZ",ROPA,NOM-004-SCFI-2006,NOVEDADES Y FANTASIAS,CUMPLE
NUEVO LEON,APODACA,OH! BELLEZA,ARTICULOS DE BELLEZA,NOM-141-SSA1/SCFI-2012,ARTICULOS DE BELLEZA,NO CUMPLE
NUEVO LEON,APODACA,PAU,ACCESORIOS PARA DAMA,NOM-050-SCFI-2004,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,RADIKAL PARK 360,ROPA CABALLERO,NOM-004-SCFI-2006,ROPA PARA DAMA,CUMPLE
NUEVO LEON,APODACA,REGALOS Y NOVEDADES LA PRINCESITA,MUï¿½ECOS DE PELUCHE,NOM-050-SCFI-2004,REGALOS,CUMPLE
NUEVO LEON,APODACA,REYDAVID ZAPATERIA,ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
NUEVO LEON,APODACA,SANTANERO VIVO BAR,TEQUILA,NOM-006-SCFI-2012,BAR,CUMPLE
NUEVO LEON,APODACA,SANTANERO VIVO BAR,WHISKY ESCOCES,NOM-142-SSA1-1995,BAR,CUMPLE
NUEVO LEON,APODACA,SCHOOL DEPOT  Y/O HEMSA  S.A DE C.V,APARATOS ELECTRICOS,NOM-024-SCFI-2013,SIN GIRO ESPECIFICO,NO CUMPLE
NUEVO LEON,APODACA,SERRANA,ROPA,NOM-004-SCFI-2006,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,SERRANA,ZAPATOS,NOM-020-SCFI-1997,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,SG PROVEEDORES S.A. DE C.V.,ARTICULOS  DE LIMPIEZA,NOM-050-SCFI-2004,SIN GIRO ESPECIFICO,CUMPLE
NUEVO LEON,APODACA,SUPER BODEGA,ARTICULOS DESECHABLES,NOM-050-SCFI-2004,MINI SUPER,CUMPLE
NUEVO LEON,APODACA,SUPER BODEGA,PRODUCTOS ENLATADOS,NOM-051-SCFI/SSA1-2010,MINI SUPER,CUMPLE
NUEVO LEON,APODACA,SUPER CARNES JUANJO JR,FRITURAS Y BOTANAS,NOM-051-SCFI/SSA1-2010,MINI SUPER,CUMPLE
NUEVO LEON,APODACA,SUPER CARNES MURILLO,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,CARNICERIA,CUMPLE
